BoardGameRank,2018-10-06,2018-10-13,2018-10-20,2018-10-27,2018-11-03,2018-11-09,2018-11-17,2018-11-24,2018-12-01,2018-12-08,2018-12-15,2018-12-22,2018-12-29,2019-01-05,2019-01-12,2019-01-19,2019-01-26,2019-02-02,2019-02-09,2019-02-16,2019-02-23,2019-03-02,2019-03-09,2019-03-16,2019-03-23,2019-03-30,2019-04-06,2019-04-13,2019-04-20,2019-04-27,2019-05-04,2019-05-11,2019-05-18,2019-05-25,2019-06-01,2019-06-08,2019-06-15,2019-06-22,2019-06-29,2019-07-06,2019-07-13,2019-07-20,2019-07-27,2019-08-03,2019-08-10,2019-08-17,2019-08-24,2019-08-31,2019-09-07,2019-09-14,2019-09-21,2019-09-28,2019-10-05,2019-10-12,2019-10-19,2019-10-26,2019-11-02,2019-11-09,2019-11-16,2019-11-23,2019-11-30,2019-12-07,2019-12-14,2019-12-21,2019-12-28,2020-01-04,2020-01-11,2020-01-18,2020-01-25,2020-02-01,2020-02-08,2020-02-15,2020-02-22,2020-02-29,2020-03-07,2020-03-14,2020-03-21,2020-03-28,2020-04-04,2020-04-11,2020-04-18,2020-04-25,2020-05-02,2020-05-09,2020-05-16,2020-05-23,2020-05-30,2020-06-06,2020-06-13,2020-06-20,2020-06-27,2020-07-04,2020-07-11,2020-07-18,2020-07-25,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22
2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10660,53168,3553,3553,66085,218421,192547,1917,160418,181617,179245,228668,214,23985,280789,159469,4370,122891,228668,38032,115293,6366,444,9,178134,9,6366,148532,1561,191925,218208,281960,120605,275913,4616,4616,65673,190400,122889,174155,148532,179071,225729,76674,186721,190400,190400,79073,140125,130792,173047,143096,6613,21641,138788,3605,35285,35285,162559,2238,35614,208775,178944,192834,420,19948,150926,134520,58,193210,265256,43307,277699,108722,135649,265256,14808,30539,147537,249763,17449,276925,177939,249411,230200,253398,181761,208775,208775,180901
2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181617,207729,30662,142325,269725,33643,246297,338,181617,12346,181617,13883,13883,206327,130899,124847,175360,159469,101020,437,444,129320,205127,159469,9,178134,444,237211,117914,149119,196354,97357,167698,127493,192947,190639,39813,39813,225729,39813,179071,2795,175695,266965,266965,266965,464,464,84838,37301,143096,79073,84838,114387,97915,192834,152237,152237,96713,32165,140519,149853,192834,224316,141791,192834,182351,11949,210900,281075,284378,1265,1265,264239,40831,39336,6866,14808,6866,2516,30539,180901,299,184346,184346,208775,230342,156442,20545,58602
2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73863,10660,21380,255674,218050,161547,142325,142325,142325,1917,20609,206327,147116,1444,128664,258074,8829,161546,380,159469,142830,228668,139562,152899,444,200,9,20806,329,237211,270138,154173,97357,212346,5942,257732,139245,174155,39813,190400,175695,3348,144734,179071,76674,228668,228668,78954,177079,140125,130792,130792,140125,17484,21641,295486,231327,248861,35285,3605,142854,260757,206490,190400,223779,150926,192834,177249,39242,39242,253398,56786,635,184346,297486,135649,276925,155451,177939,176565,176565,4174,96792,177939,4174,202288,184346,84465,192638,20545
2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,34599,136440,21380,73664,206327,21892,68247,29773,160418,25071,25234,95234,247104,156373,175360,2582,160559,161546,40444,6366,444,231999,142830,152899,444,174614,190400,191925,156266,35342,117914,222219,167698,222219,79131,190400,139245,190639,122889,39813,3655,20022,186721,179071,179071,175695,283294,204135,269968,256877,56885,284775,6613,177197,97915,37231,37231,152237,35285,269603,38872,257,208775,282853,134520,19948,192834,827,1037,23604,635,253398,1265,4583,147,39336,6866,126008,6866,184346,2516,180901,299,253398,180901,134520,8924,8924,118610
2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207729,243430,53168,33643,204837,173294,155,21892,128063,206327,1430,1430,128664,251053,184522,207062,6366,8829,140863,101020,101020,139562,1017,38032,155173,155173,137397,41490,281152,280453,84469,148532,148532,222219,174155,131118,219101,65673,174155,242529,34320,1597,179071,37165,39813,20022,163640,228668,269968,36367,56885,173047,37301,177965,114387,138788,31722,172546,3605,96713,2238,278553,35614,181260,178944,208775,318977,137776,262540,58,135243,265256,184346,1770,63091,40831,63091,39336,276925,19301,6866,71655,3139,294514,155451,184346,8924,181761,181761,156442
2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40214,60131,31503,136440,181617,192547,218129,192547,338,338,1917,25071,213492,264982,1444,66837,189453,34127,130899,140863,165662,140863,6366,1017,142830,139562,268201,107190,237211,25674,148532,207062,270138,241987,131118,177079,269752,190639,276830,175695,422,190400,3655,108044,20022,422,231999,163640,464,84838,37301,56707,173047,140125,177965,206490,266967,256877,31722,44,3605,228668,208775,206490,208775,218129,134520,5205,150926,41569,39242,184346,56786,253398,188314,172155,274841,172155,147,11168,299252,176565,30539,180901,181761,177939,202288,141090,141090,220827
2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218129,31503,33643,30662,135654,142325,31133,178613,9408,173341,12346,205907,240855,2981,159469,189848,161546,156266,40444,142830,38032,1017,159469,231999,159469,137397,200,196354,25674,1561,25794,192947,212346,120605,139245,219101,105624,105624,422,422,235555,225729,190400,39813,464,464,218129,231999,130792,56707,19854,19854,177079,84772,3409,44,3605,3605,231327,162559,192834,206490,218129,218129,127095,127493,218129,39242,206490,169,22551,1770,18985,193210,94389,63091,177939,176565,19301,20545,2516,40770,249411,181761,192638,8924,692,232824,134520,258309
2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29687,40214,207729,204837,171835,204837,200456,155,85,33643,173341,181617,33643,626,2981,160418,246201,249746,142830,156180,40444,40444,207062,189848,231999,207062,178134,200,41490,329,117914,68228,192947,148532,252399,192947,4616,269752,105624,15033,174155,422,2795,93538,190400,76674,179071,422,228668,464,36367,37301,294484,177079,17484,177197,17484,44,17484,37301,266967,142854,278553,278553,218129,181260,420,69601,177249,18500,7806,39242,22398,18985,108722,134520,147,159469,39336,159469,126008,11168,176565,230200,180901,155451,4583,254123,84465,6050
2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153728,29687,10660,34599,30662,128063,135654,276894,200456,142325,172971,20609,25234,25071,251053,23985,189848,2582,22278,169274,380,38032,38032,207062,170199,170199,2582,268201,20806,257066,207062,178613,329,154173,10788,174155,177079,4616,65673,190639,15033,102148,1597,148532,108044,186721,20022,179071,206490,14083,218129,464,56885,12681,266967,114387,177079,231327,172546,37231,3263,32165,149853,228668,190400,223779,181260,127095,300442,134520,264239,264239,43307,22398,279869,4583,279869,279869,274093,147537,253398,30539,134520,253398,299,4174,192638,202288,214234,192638
2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230191,4204,181617,53168,53168,135654,161547,213492,68247,85,4090,247104,1430,213492,160418,128664,184522,228668,160559,161546,140863,207062,165662,6366,38032,231999,1017,191925,9,218208,156266,35342,25794,190400,120605,252399,79131,186721,139245,30,122889,34320,102148,175695,1597,108044,186721,206490,14083,228668,464,256877,12681,256877,6613,21641,206490,31722,266967,256877,96713,2238,38872,257,181260,420,141791,182351,192834,117942,99875,22398,1770,635,172155,279869,287589,4583,134520,276925,19301,6866,184346,96792,4583,4583,214234,36888,220827,181761
2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60131,186864,153728,244191,3553,246297,66085,135654,135654,190400,142325,32014,247104,258074,142325,156373,235817,28025,156373,22278,156180,437,129320,193670,207062,10081,8829,137397,246761,117914,38032,84469,1561,192947,1561,120605,5942,79131,283393,256877,256877,232524,3348,20022,175695,1597,422,186721,256877,148532,84838,218129,3234,84838,12681,177965,248861,37301,44,266967,44,162559,132428,35614,206490,312484,19996,150926,11949,8124,169,193210,264239,39242,159469,159469,40831,147,140951,258309,11168,126008,17449,258309,15369,214234,253398,230342,202288,202288
2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256952,181617,225167,207991,128063,66085,206327,42743,178613,4090,33643,12346,205907,214,23985,184522,124847,246201,156180,380,437,248918,189848,139562,139562,38032,190400,9,266164,196354,33003,25794,154173,97357,129122,5942,190639,177079,177079,24920,268586,148532,108044,232524,37165,39813,39813,218129,281946,277597,56707,36367,79073,284775,84772,266967,44,266967,37231,152237,32165,132428,18485,133956,192834,19996,127095,24509,134520,124380,815,253398,39242,262540,276925,94389,135649,177939,271060,126008,264239,17449,16,155451,177939,192638,180901,180901,180901,692
2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243430,218129,34599,181617,136440,181617,173294,31133,155,9408,178613,338,12346,29109,626,1444,218050,169274,122891,189848,161546,10081,10081,444,6366,142830,38032,6366,107190,272739,8829,149119,117914,207062,269752,1561,192947,5942,131118,102148,30,15033,422,144734,228668,206490,148532,175695,148532,206490,14083,179071,179071,37301,140125,177079,79073,17484,79073,31722,250780,35285,219832,38872,83040,141791,127493,420,148261,226519,215371,22551,193210,56786,18460,188314,4583,63091,14808,4583,159469,258309,155451,4583,30539,299,177939,214234,4583,141090
2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186864,153728,218129,10660,246297,53168,267127,206327,192547,178613,338,33643,142325,95234,118497,2981,207062,256874,169274,160559,256874,115293,437,160968,1017,1017,178613,444,2582,190400,149119,33003,207062,33003,35342,269752,154173,131118,186721,232524,24920,174155,34320,190400,30,148532,76674,20022,218129,179071,206490,84838,228668,79073,37301,17484,256877,79073,256877,172546,37231,96713,228668,132428,251551,168433,168433,218129,137776,192834,1037,23604,267378,43307,433,276925,172155,135649,316546,249411,147537,184346,14808,3139,258309,15369,155451,134520,36888,84465
2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202755,172971,60131,31503,21380,218050,128063,200456,21892,29773,85,142325,181617,30356,239472,142325,160418,189848,189848,256874,22278,5795,175360,140863,10081,196354,172971,2582,178613,9,178613,222219,178613,35342,167698,186721,131118,192947,4616,154173,102148,30,30,1597,3348,30,174155,39813,39813,218129,228668,220367,56707,56885,256877,6613,84772,143096,250780,250780,35285,219832,142854,149853,133956,257,287084,208775,24509,215371,124380,135243,22551,134520,1758,108722,159469,188314,159469,147,4583,19301,258309,16,3139,134520,312251,220827,283649,283649
2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84889,73863,4204,153728,25584,136440,33643,161547,42743,68247,68247,173341,4090,179245,214,214,128664,4370,2582,122891,156373,165662,115293,10081,165662,33643,170199,172971,200,207062,20806,156266,68228,1561,219101,10788,1561,129122,129122,105624,232524,190639,190639,228668,174155,2795,93538,269968,179071,256877,179071,206490,36367,228959,177079,84772,250780,177079,37301,17484,162559,3263,2238,3263,257,219832,219832,19948,226519,3267,41569,815,23604,215371,253398,433,188314,40831,155451,39336,283934,253398,2516,30539,96792,232824,299,692,230342,204801
2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31056,186721,40214,218129,149787,3553,53168,207729,190400,135654,247104,4090,32014,142325,213492,213492,2981,124847,256874,130899,124847,22278,140863,40444,437,6366,191925,8829,6366,178613,329,268201,84469,270138,248125,35342,10788,1561,79131,1561,131118,256877,174155,3348,144734,175695,283294,148532,163640,20022,20022,186721,256877,179071,79073,37301,143096,84772,177079,260757,256877,140519,162559,219832,132428,178944,262540,277699,182351,827,18500,267378,135243,23604,1770,1758,134520,94389,135649,140951,249411,266964,19301,11168,214234,283649,6866,4174,204801,214234
2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38194,269595,73863,186721,218129,218129,204837,136440,153728,192547,9408,172971,173341,24070,95234,29109,1444,128664,124847,2582,169274,142830,40444,5795,5795,189848,228668,178613,190400,268201,25674,103132,149119,329,154173,154173,186721,120605,5942,6366,192947,186721,122889,3655,93538,93538,30,76674,78954,186721,186721,148532,19854,173047,143096,231327,37301,21641,97915,177079,260757,3605,35285,2238,38872,155708,220588,141791,127095,270109,134520,7806,210900,279869,134520,193210,433,108722,172155,14808,258309,4583,253398,134520,16,176565,232824,299,4174,230342
